,pmid_pmcid,publisher,journal_title,article_title,cost_with_vat
1761,PMC3676640,Springer,Journal of autism and developmental disorders,Communication and Social Deficits in Relatives of Individuals with SLI and Relatives of Individuals with ASD,2240.48
1762,"PMC3508276
",Springer,Journal of bioethical inquiry,Textual Practices in the Craft of Bioethics Cases,1938.26
1763,23704797 PMCID: PMC3662417 ,Springer,Journal of biological physics,Packaging signals in single-stranded RNA viruses: Nature's alternative to a purely electrostatic assembly mechanism,2226.16
1764,"PMCID:
    PMC3650242",Springer,Journal of computational neuroscience,The spatial pattern of light determines the kinetics and modulates backpropagation of optogenetic action potentials,2241.43
1765,PMC3109261,Springer,Journal of inherited metabolic,Structural basis of fumarate hydratase deficiency,2127.68
1766,print in press,Springer,Journal of molecular neuroscience,Pramipexole Reduces Phosphorylation of Alpha-synuclein at Serine 129,1896.98
1767,1852.505,Springer,Journal of neurology,Exome sequencing expands the mutational spectrum of SPG8 in a family with spasticity responsive to L-DOPA treatment,1851.29
1768,PMCID: PMC3642358,Springer,Journal of neurology,How often does music and rhythm improve patients' perception of motor symptoms in Parkinson's disease,1902.46
1769,PMID:24150688,Springer,Journal of neurology,Discrete gait characterisitcs are associated with m.3243A>G and m.8344A>G variants of mitochondrial disease and its pathological consequences,2209.76
1770,PMC3691478,Springer,Journal of neurology,Copper deficiency myeopathy,2387.49
1771,3214239,Springer,Journal of the association for research in otolaryngology,The Frequency Following Response (FFR) May Reflect Pitch-Bearing Information But is Not a Direct Representation of Pitch,2049.78
1772,PMC3463788,Springer,Mammalian genome,Association studies in outbred mice in a new era of full-genome sequencing,2295.13
1773,PMC3608890,Springer,Metabolomics,Targeted Metabolomics Metabolomic Profiles Are Strongly Correlated with Nutritional Patterns in Women,1916.98
1774,"PMC3634978

",Springer,Molecular and cellular biochemistry,"Folate metabolite profiling of different cell types and embryos suggests variation in folate one-carbon metabolism, including developmental changes in human embryonic brain",1860.37
1775,PMC3569589,Springer,Neurogenetics,Comprehensive cytogenomic profile of the in vitro neuronal model SH-SY5Y.,2382.11
1776,"PMC3722452

",Springer,Neuroinformatics,PRoNTo: Pattern Recognition for Neuroimaging Toolbox,1883.71
1777,"PMC3650253

",Springer,Neuromolecular medicine,Novel Mutations Mapping to the Fourth Sodium Channel Domain of Nav1.7 Result in Variable Clinical Manifestations of Primary Erythromelalgia,1742.35
1778,PMC3777188,Springer,Osteoporosis international,The anti-diabetic drug metformin does not affect bone mass in vivo or fracture healing,1929.03
1779,1852.505,Springer,Pflugers archiv,Kv1 and Kir2 potassium channels are expressed in rat brain endothelial cells,1955.03
1780,"PMC3696465

",Springer,Pflugers archive,"A basic residue in the proximal C-terminus is necessary for efficient activation of the M-channel subunit Kv7.2 by PI(4,5)P2",1728.8
1781,PMID: 23407782 PMC3676742,Springer,Psychopharmacology,Divergent effects of D(2/3) receptor activation in the nucleus accumbens core and shell on impulsivity and locomotor activity in high and low impulsive rats,1142.79
1782,PMID: 23299096  PMC3636441 ,Springer,Psychopharmacology,Comparison of the conditioned reinforcing properties of a safety signal and appetitive stimulus: effects of d-amphetamine and anxiolytics,2075.05
1783,PMID: 23681165  PMC3824307 ,Springer,Psychopharmacology,"Noradrenergic  versus dopaminergic modulation of impulsivity, attention and monitoring behaviour in rats performing the stop-signal task: possible relevance to ADHD",2265.88
1784,PMC3824936 ,Springer,Reproductive medicine and biology,Nuclear reprogramming of sperm and somatic nuclei in eggs and oocytes,2242.99
1785,PMC3496546,Springer,Seminars in immunopathology,Trichuris muris: a model of gastrointestinal parasite infection,1894.6
1786,PMC3597274,Springer,Social psychiatry & psychiatric epidemiology,"Abuse and other correlates of common mental disorders in youth: a cross-sectional study in Goa, India.",1739.13
1787,PMC3405234,Springer,Social psychiatry and psychiatric epidemiol,Cross-national differences in questionnaires do not necessarily reflect comparable differences in disorder prevalence.,1739.13
1788,PMC3529206,Springer,Social psychiatry and psychiatric epidemiol,"Patterns of alcohol use, their correlates and impact in make drinkers: a population-based survey from Goa, India.",1739.13
1789,PMC3597274,Springer,Social psychiatry and psychiatric epidemiology,"Abuse and other correlates of Common Mental Disorders in Youth: a
Cross-Sectional study in Goa, India
",1905.98
1790,PMC3405234,Springer,Social psychiatry and psychiatric epidemiology,Cross-national differences in questionnaires do not necesarily reflect comparable differences in disorder prevalence.,1944.88
1791,PMC3529206,Springer,Social psychiatry and psychiatric epidemiology,"Patterns of alcohol use, their correlates and impact in male drinkers: a population-based survey from Goa, India",1944.88
1792,PMCID: PMC3782642,Springer,Social psychiatry and psychiatric epidemiology,Epidemiology of childhood conduct problems in Brazil: systematic review and meta-analysis,2274.49
1793,22618994 PMC344470,Springer,Springer,Intracerebral immune complex formation induces inflammation in the brain that depends on Fc receptor interaction. ,1981.19
1794,PMCID:PMC3755220,Springer,The journal of abnormal child psychology and psychiatry,The Value of Measuring Impact Alongside Symptoms in Children and Adolescents: A Longitudinal Assessment in a Community Sample.,2247.34
1795,"PMCID:
    PMC3508281

",Springer,Tropical animal health & production,"Low prevalence of bovine tuberculosis in Somali pastoral livestock, southeast Ethiopia",2054.78
1796,PMCID: PMC3599165,Springer,Urolithiasis,Accuracy of urine pH testing in a regional metabolic renal clinic: is the dipstick accurate enough?,1112.4
1797,3633780,Springer ,Aids behav,"Adherence to antiretroviral therapy and clinical outcomes among young adults reporting high-risk sexual behavior, including men who have sex with men, in coastal Kenya.",1834.77
1798,PMC3627851,Springer - Verlag GMBH,Open choice,AIDS and Behavior,1663.63
1799,PMC3778840,Springer - Verlag GMBH,Open choice,Detection of antenatal depression in rural HIV affected populations with short and ultra-short versions of the Edingburgh Postnatal Depression Scales (EPDS),1829.99
1800,22897899 MC3489778,Springer Science + Business Media,Springer science + business media,Differential expression of extracellular matrix components in the fallopian tubes throughout the menstrual cycle,1117.37
1801,PMID: 23575945,Springer Verlag,Journal of bioenergetics and biomembranes,AMPK modulates glucose-sensing in insulin-secreting cells by altered phosphotransfer to KATP channels,2262.68
1802,3657347,Springer-Veriag GmbH ,Childs nerv syst,The tympanic membrane displacement analyzer for monitoring intracranial pressure in children,1831.38
1803,21948184 PMC3528370 ,SPRINGER-VERLAG GMBH,Age,The dominant human conjunctival epithelial CD8??+ T cell population is maintained with age but the number of CD4+ T cells increases.,2338.28
1804,23225165,Springer-Verlag GmbH,Biomolecular nmr assignments,"Resonance assignment of As-p18, a fatty acid binding protein secreted by developing larvae of the parasitic nematode Ascaris suum",1930.88
1805,"PMCID:
    PMC3695676",Springer-Verlag GmbH,Journal of molecular medicine,Functional expression of Rab escort protein 1 following AAV2-mediated gene delivery in the retina of choroideremia mice and human cells ex vivo,2262.59
1806,23474851 : PMC3664183 ,SPRINGER-VERLAG GMBH,Journal of neural transmission,Cellular Localization and Trafficking of Vascular Adhesion Protein-1 as Revealed by an N-terminal GFP Fusion Protein,2289.17
1807,23400772 PMC3586169 ,SPRINGER-VERLAG GMBH,Journal of the american society for mass spectrometry,Probing the complementarity of FAIMS and strong cation exchange chromatography in shotgun proteomics,2081.07
1808,23340916,Springer-Verlag GMBH & Ci,Age,Voluntary exercise can strengthen the circadian system in aged mice,2002.0
1809,23179061,"Springer-Verlag GmbH, Heidelberger Platz 3, D-14197 Berlin",Biomolecular nmr assignments,"1H, 13C and 15N chemical shift assignments of Na-FAR-1, a helix-rich fatty acid and retinol binding protein of the parasitic nematode Necator americanus ",1916.11
1810,1852.505,T&F,Azania: archaeological research in africa,Jebel Moya (Sudan): new dates from a mortuary complex at the southern Meroitic frontier,1823.76
1811,In Process,Taylor & Francis,Aids care,"Burden of HIV among primary school children and feasibility of primary school-linked HIV testing in Harare, Zimbabwe.",2145.6
1812,"PMCID:
    PMC3590645",Taylor & Francis,Aids care,Asset ownership among households caring for orphans and vulnerable children in rural Zimbabwe: The influence of ownership on children's health and social vulnerabilities,2399.28
1813,"PMCID:
    PMC3613944",Taylor & Francis,Aids care,"Barriers to involvement of men in ANC and VCT in Khayelitsha, South Africa.",2399.28
1814,PMC3783897,Taylor & Francis,Annals of science,"Systems, and How Linnaeus Looked At Them in Retrospect",2337.6
1815,1852.505,Taylor & Francis,Canadian journal of african studies,"Go back to the land! Negotiating space, framing governmentality in Lambwe Valley, Kenya 195475",2145.6
1816,1852.505,Taylor & Francis,Child neuropsychology,The role of verbal and nonverbal memory in the Family Pictures Subtest: Data from children with specific language impairment,2145.6
1817,-,Taylor & Francis,English studies,"We Cannot Be Greek Now: Age Difference, Corruption of Youth and the Making of Sexual Inversion",2475.6
1818,-,Taylor & Francis,European journal of english studies,Obscurity and gender resistance in Patricia Duncker's James Miranda Barry,2260.8
1819,PMC3729250,Taylor & Francis,Journal of cultural economy,Transport to where? Reflections on the problem of value and time .,2145.6
1820,In Process,Taylor & Francis,Medical anthropology,Precarious projects conversions of biomedical knowledge in an East African city.,2145.6
1821,-,Taylor & Francis,Science as culture,Walking or Waiting? Topologies of the Breeding Ground in Malaria Control,2145.6
1822,23514390,Taylor & Francis Journals ,Am j bioeth,"The ""difficult patient"" conundrum in sickle cell disease in Kenya: complex sociopolitical problems need wide multidimensional solutions.",1804.19
1823,3534410,Taylor & Francis Journals ,Ethn health,'All her children are born that way': gendered experiences of stigma in families affected by sickle cell disorder in rural Kenya.,1987.56
1824,"PMCID:
    PMC3687248
",Taylor and Francis,Aids care,WORLDBANK Special Issue: Evidence for a contribution of the Community Response to HIV decline in eastern Zimbabwe?,2232.74
1825,PMC3590646,Taylor and Francis,American journal of bioethics--neuroscience,Just How Cognitive is 'Cognitive Enhancement'? On the Significance of Emotions in University Students' Experiences with Study Drugs,2465.77
